Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1546,4.6250,-0.9375,-0.3750,0.11216878,0.15499686,0.98096694,15.99951,15.99951,15.11230
1548,5.1250,-0.5625,-0.5625,0.10095191,0.15907572,0.95241489,15.99951,15.99951,15.11230
1550,-1.8750,0.9375,0.8125,0.11216878,0.13562226,0.97790784,15.99951,15.99951,15.11230
1552,-4.2500,1.6875,0.6875,0.10299134,0.12644481,1.00747966,15.99951,15.99951,15.11230
1554,-0.2500,-0.6875,-0.1250,0.12950395,0.13970111,1.00544011,15.99951,15.99951,15.11230
1556,2.6250,-1.0000,-1.5625,0.09483361,0.15703629,0.96159238,15.99951,15.99951,15.11230
1558,1.5625,-2.2500,-2.6875,0.09993219,0.15703629,0.95955295,15.99951,15.99951,15.11230
1560,-1.9375,-1.5625,-1.9375,0.09483361,0.11216878,1.01461756,15.99951,15.99951,15.11230
1562,-4.7500,2.7500,1.1250,0.15397714,0.13970111,1.01053869,15.99951,15.99951,15.11230
1564,-2.1875,2.4375,0.6250,0.10808991,0.11420822,1.02787387,15.99951,15.99951,15.11230
1566,2.5625,-0.1875,-4.3125,0.06118298,0.15397714,0.98606557,15.99951,15.99951,15.11230
1568,5.0625,-2.8750,-2.6875,0.08361673,0.15703629,0.92896137,15.99951,15.99951,15.11230
1570,-8.0000,-3.1875,-0.8125,0.11012936,0.11216878,1.04011046,15.99951,15.99951,15.11230
1572,-9.3125,1.2500,1.8750,0.16519402,0.12950395,1.07580065,15.99951,15.99951,15.11230
1574,7.0625,1.5000,-3.1875,0.07443929,0.13562226,0.98402605,15.99951,15.99951,15.11230
1576,5.1250,-1.1875,-3.6875,0.03161120,0.13970111,0.94935588,15.99951,15.99951,15.11230
1578,-1.3750,-2.0625,-2.0625,0.03976893,0.12950395,0.97178945,15.99951,15.99951,15.11230
1580,-6.7500,-2.3750,1.2500,0.14479969,0.10808991,1.05132746,15.99951,15.99951,15.11230
1582,-3.0000,-1.0625,-0.6250,0.13256310,0.10197162,1.07172179,15.99951,15.99951,15.11230
1584,4.8750,2.1250,-0.9375,0.08769559,0.14377998,0.98606557,15.99951,15.99951,15.11230
1586,6.1250,3.5000,-0.1875,0.04384779,0.15703629,0.94425716,15.99951,15.99951,15.11230
1588,-1.1250,0.6875,1.3750,0.08157730,0.14581941,0.99014444,15.99951,15.99951,15.11230
1590,-4.1875,0.7500,3.7500,0.12542510,0.14989829,1.00442051,15.99951,15.99951,15.11230
1592,-0.8750,-3.5625,0.1875,0.16621374,0.11522793,1.04520905,15.99951,15.99951,15.11230
1594,1.6250,2.6875,-0.7500,0.12746452,0.14887857,1.01053869,15.99951,15.99951,15.11230
1596,4.0000,4.8750,-1.1250,0.05608439,0.14989829,0.96465148,15.99951,15.99951,15.11230
1598,-0.3125,1.3125,-0.8750,0.05608439,0.13868140,0.96261205,15.99951,15.99951,15.11230
1600,-2.6875,0.2500,-0.1250,0.06118298,0.10503077,1.02073597,15.99951,15.99951,15.11230
1602,-4.3750,0.3125,1.8125,0.08667589,0.10197162,1.05438661,15.99951,15.99951,15.11230
1604,3.3125,0.8750,2.2500,0.09585332,0.13766169,0.97586832,15.99951,15.99951,15.11230
1606,3.6875,-1.3750,-1.1250,0.10910965,0.16417430,0.95445432,15.99951,15.99951,15.11230
1608,0.0625,-0.5000,-0.5000,0.12950395,0.17131232,0.95037546,15.99951,15.99951,15.11230
1610,-3.0000,-0.0625,-0.9375,0.07138013,0.13664197,0.99626274,15.99951,15.99951,15.11230
1612,-4.3750,-0.8125,0.5000,0.08667589,0.11828708,1.02481484,15.99951,15.99951,15.11230
1614,0.8125,-0.9375,2.5000,0.12746452,0.12644481,1.00034165,15.99951,15.99951,15.11230
1616,-0.6875,0.6875,2.0000,0.15499686,0.14276026,0.99320354,15.99951,15.99951,15.11230
1618,-1.6875,2.0625,-0.7500,0.10299134,0.12032650,1.01869642,15.99951,15.99951,15.11230
1620,-0.7500,2.3750,-0.9375,0.09687304,0.13460254,1.00034165,15.99951,15.99951,15.11230
1622,1.4375,-0.6875,-1.6250,0.07239985,0.12950395,0.99218378,15.99951,15.99951,15.11230
1624,0.1875,-0.5625,0.3125,0.11420822,0.13358281,0.99014444,15.99951,15.99951,15.11230
1626,-2.5625,3.4375,1.8125,0.10401105,0.12032650,1.02787387,15.99951,15.99951,15.11230
1628,-0.0625,6.3750,3.5000,0.11624765,0.15499686,0.96975011,15.99951,15.99951,15.11230
1630,2.1250,7.2500,3.3125,0.11726737,0.15703629,0.95853319,15.99951,15.99951,15.11230
1632,-2.3750,3.0625,-0.2500,0.11726737,0.14276026,0.99728240,15.99951,15.99951,15.11230
1634,-1.4375,1.3750,-1.8125,0.08259701,0.13460254,1.00747966,15.99951,15.99951,15.11230
1636,1.3750,2.0625,-1.2500,0.08259701,0.12032650,0.99524297,15.99951,15.99951,15.11230
1638,-3.0625,3.8750,0.9375,0.04792666,0.10808991,1.03399229,15.99951,15.99951,15.11230
1640,-2.8125,0.5000,1.1875,0.08463644,0.10401105,1.05540633,15.99951,15.99951,15.11230
1642,4.8125,1.3125,0.3750,0.10910965,0.14174055,0.97484874,15.99951,15.99951,15.11230
1644,0.6875,3.3750,0.2500,0.10095191,0.13766169,0.99116411,15.99951,15.99951,15.11230
1646,-0.3125,2.3750,-0.7500,0.09075474,0.15091799,0.99830217,15.99951,15.99951,15.11230
1648,2.0625,-0.0625,-2.5000,0.06016325,0.12644481,0.99116411,15.99951,15.99951,15.11230
1650,0.2500,-1.4375,-1.8750,0.05098581,0.11420822,1.01155853,15.99951,15.99951,15.11230
1652,-0.5625,0.8750,0.8750,0.07138013,0.12032650,1.01359784,15.99951,15.99951,15.11230
1654,0.4375,2.0625,2.5000,0.13052366,0.12848423,1.01869642,15.99951,15.99951,15.11230
1656,1.5000,4.0625,1.6875,0.15295742,0.17437147,0.98810491,15.99951,15.99951,15.11230
1658,3.2500,2.1250,-0.9375,0.09789276,0.15295742,0.97586832,15.99951,15.99951,15.11230
1660,3.6250,-1.0625,-4.6875,0.03569006,0.14581941,0.97076988,15.99951,15.99951,15.11230
1662,-1.3750,-0.9375,-0.7500,0.04078865,0.12032650,1.00340080,15.99951,15.99951,15.11230
1664,-2.6875,-0.3125,3.3125,0.10401105,0.11828708,1.01359784,15.99951,15.99951,15.11230
1666,-1.3750,1.5625,2.3125,0.11726737,0.11930679,1.02277529,15.99951,15.99951,15.11230
1668,3.6875,2.3750,0.0625,0.10707019,0.14072083,1.00136125,15.99951,15.99951,15.11230
1670,5.0625,-0.6250,-2.0000,0.03670978,0.13664197,0.96669092,15.99951,15.99951,15.11230
1672,-0.3750,-1.5000,0.5625,0.05914354,0.14072083,0.99320354,15.99951,15.99951,15.11230
1674,-2.8750,-1.5000,2.8750,0.08871531,0.12032650,1.03195273,15.99951,15.99951,15.11230
1676,0.5625,-1.2500,2.5000,0.12848423,0.12746452,1.01257824,15.99951,15.99951,15.11230
1678,1.9375,-0.8750,-0.5000,0.13970111,0.14276026,1.02175569,15.99951,15.99951,15.11230
1680,3.2500,1.5625,-0.6250,0.11930679,0.13256310,1.01257824,15.99951,15.99951,15.11230
1682,3.0000,6.2500,0.5625,0.09483361,0.15295742,0.96771068,15.99951,15.99951,15.11230
1684,-0.3750,4.4375,-1.6250,0.02957177,0.14072083,0.98912467,15.99951,15.99951,15.11230
1686,-2.7500,2.1875,0.6250,0.07647871,0.13460254,1.01155853,15.99951,15.99951,15.11230
1688,-2.6875,-1.0000,-0.4375,0.09789276,0.11420822,1.04418933,15.99951,15.99951,15.11230
1690,-1.3125,0.8125,0.6875,0.11420822,0.12032650,1.05846548,15.99951,15.99951,15.11230
1692,5.8750,3.3750,0.4375,0.12338566,0.16723345,0.98096694,15.99951,15.99951,15.11230
1694,8.0000,-0.2500,-4.1875,0.01427603,0.13664197,0.94527702,15.99951,15.99951,15.11230
1696,2.3125,-0.1250,-4.5000,0.02549290,0.14174055,0.95955295,15.99951,15.99951,15.11230
1698,-4.7500,3.3125,1.9375,0.07647871,0.11930679,1.03705132,15.99951,15.99951,15.11230
1700,-2.3125,3.7500,2.3750,0.10299134,0.12644481,1.03297257,15.99951,15.99951,15.11230
1702,2.5625,1.4375,0.0000,0.13460254,0.15907572,1.00951898,15.99951,15.99951,15.11230
1704,6.8125,0.1250,-3.2500,0.09891248,0.16927289,0.95445432,15.99951,15.99951,15.11230
1706,6.3750,1.8750,-4.1875,0.04792666,0.16315459,0.92998113,15.99951,15.99951,15.11230
1708,-4.4375,3.3750,-0.9375,0.03670978,0.12644481,1.00136125,15.99951,15.99951,15.11230
1710,-3.8750,4.5625,2.0625,0.01529574,0.11726737,1.02073597,15.99951,15.99951,15.11230
1712,2.0625,-0.5000,1.6250,0.11318850,0.12950395,0.97178945,15.99951,15.99951,15.11230
1714,-2.5625,-1.5000,-1.6250,0.09381389,0.12236596,1.05438661,15.99951,15.99951,15.11230
1716,4.6250,1.5625,-1.1875,0.09279418,0.16621374,0.97280921,15.99951,15.99951,15.11230
1718,7.9375,1.1250,-2.8750,0.05710411,0.17131232,0.94017829,15.99951,15.99951,15.11230
1720,-1.1875,3.3750,0.0625,0.03059149,0.15295742,0.95037546,15.99951,15.99951,15.11230
1722,-8.6875,1.3750,2.1875,0.05098581,0.12542510,1.02787387,15.99951,15.99951,15.11230
1724,-0.0625,0.0625,0.5625,0.07851815,0.12644481,1.01155853,15.99951,15.99951,15.11230
1726,1.7500,0.5625,0.0000,0.07851815,0.13766169,0.98912467,15.99951,15.99951,15.11230
1728,0.3125,2.0625,0.2500,0.07851815,0.14174055,0.99626274,15.99951,15.99951,15.11230
1730,-0.5000,2.0625,0.4375,0.04078865,0.14683914,0.98300647,15.99951,15.99951,15.11230
1732,-1.6250,0.3750,1.7500,0.07851815,0.15091799,0.97178945,15.99951,15.99951,15.11230
1734,-6.7500,-3.2500,0.1875,0.04894638,0.10910965,1.06254422,15.99951,15.99951,15.11230
1736,-4.0625,-2.5000,1.1875,0.08055759,0.11828708,1.05234706,15.99951,15.99951,15.11230
1738,2.6250,-0.8750,2.8125,0.06628155,0.11420822,1.01767671,15.99951,15.99951,15.11230
1740,-1.3125,2.7500,5.8125,0.09177446,0.10707019,1.05846548,15.99951,15.99951,15.11230
1742,2.3750,6.3750,6.5625,0.10707019,0.14479969,1.01767671,15.99951,15.99951,15.11230
1744,6.5000,3.1875,2.0000,0.10808991,0.17641090,0.94833602,15.99951,15.99951,15.11230
1746,-2.3750,-0.3125,0.0625,0.06628155,0.16519402,0.94323749,15.99951,15.99951,15.11230
1748,-5.7500,-1.5625,0.0000,0.05710411,0.09687304,1.06254422,15.99951,15.99951,15.11230
1750,-1.9375,1.3125,1.8750,0.07138013,0.11216878,1.05234706,15.99951,15.99951,15.11230
1752,4.4375,2.8125,1.5000,0.08361673,0.13562226,1.00544011,15.99951,15.99951,15.11230
1754,2.6875,4.2500,2.0000,0.08667589,0.13562226,1.00034165,15.99951,15.99951,15.11230
1756,2.7500,2.4375,-1.1875,0.08055759,0.16621374,0.96567125,15.99951,15.99951,15.11230
1758,2.5000,-0.2500,-2.8750,0.00917745,0.13970111,0.98300647,15.99951,15.99951,15.11230
1760,-0.8125,-0.1875,1.3750,0.09687304,0.16519402,0.97790784,15.99951,15.99951,15.11230
1762,-1.5625,-0.0625,0.6875,0.10299134,0.14479969,1.00034165,15.99951,15.99951,15.11230
1764,-3.2500,0.1875,-0.2500,0.09483361,0.12134624,1.04316961,15.99951,15.99951,15.11230
1766,0.2500,3.4375,0.5000,0.08667589,0.13766169,1.00849938,15.99951,15.99951,15.11230
1768,4.6875,2.5000,-1.6250,0.02549290,0.14581941,0.95241489,15.99951,15.99951,15.11230
1770,0.9375,0.4375,-0.1250,0.01631546,0.13562226,0.96567125,15.99951,15.99951,15.11230
1772,-4.0000,0.5625,2.6875,0.08769559,0.13562226,0.99728240,15.99951,15.99951,15.11230
1774,-3.0625,-0.2500,0.9375,0.09483361,0.11114907,1.03501188,15.99951,15.99951,15.11230
1776,-0.1250,4.6250,1.8750,0.08973503,0.13664197,1.02073597,15.99951,15.99951,15.11230
1778,2.7500,4.8750,1.2500,0.07749843,0.14785885,0.99218378,15.99951,15.99951,15.11230
1780,2.5625,7.6875,1.8125,0.02855205,0.17947005,0.92896137,15.99951,15.99951,15.11230
1782,-5.6250,1.1875,1.1875,0.02957177,0.13970111,0.99626274,15.99951,15.99951,15.11230
1784,-5.6875,-4.1875,0.1250,0.07138013,0.10503077,1.06764292,15.99951,15.99951,15.11230
1786,3.3750,-2.5625,-0.0625,0.10401105,0.14276026,1.00544011,15.99951,15.99951,15.11230
1788,3.3125,0.9375,-0.8125,0.07749843,0.15601657,0.96771068,15.99951,15.99951,15.11230
1790,-1.2500,4.6875,0.5000,0.06628155,0.16825317,0.96771068,15.99951,15.99951,15.11230
1792,-3.5000,4.9375,1.6875,0.01733517,0.09789276,1.05846548,15.99951,15.99951,15.11230
1794,-2.1250,5.4375,3.3125,0.06322241,0.14989829,1.00034165,15.99951,15.99951,15.11230
1796,3.8125,-5.8125,-3.8750,0.02549290,0.11012936,1.01767671,15.99951,15.99951,15.11230
1798,2.5625,-0.7500,0.6250,0.06322241,0.14683914,0.97484874,15.99951,15.99951,15.11230
1800,-0.1250,1.8125,3.0000,0.07138013,0.14276026,0.98504581,15.99951,15.99951,15.11230
1802,-3.7500,1.7500,2.6250,0.07443929,0.12440538,1.02073597,15.99951,15.99951,15.11230
1804,-0.3125,0.8750,0.6875,0.06016325,0.13766169,1.00034165,15.99951,15.99951,15.11230
1806,3.5625,-1.5000,-1.6875,0.04690694,0.14785885,0.98708524,15.99951,15.99951,15.11230
1808,-0.9375,-0.6875,0.8125,0.10707019,0.14785885,1.00645983,15.99951,15.99951,15.11230
1810,-2.4375,1.7500,0.0625,0.06424212,0.12746452,1.02889370,15.99951,15.99951,15.11230
1812,0.4375,1.7500,-1.0000,0.03874921,0.11420822,1.00238096,15.99951,15.99951,15.11230
1814,-0.0625,1.2500,0.5000,0.01631546,0.11930679,1.00034165,15.99951,15.99951,15.11230
1816,-0.3125,-0.5000,1.1875,0.07545900,0.13154338,1.01971614,15.99951,15.99951,15.11230
1818,2.0000,-0.6875,1.2500,0.09789276,0.16315459,0.98504581,15.99951,15.99951,15.11230
1820,1.1250,-1.9375,-0.8125,0.06730127,0.14479969,0.98912467,15.99951,15.99951,15.11230
1822,-0.8750,-1.4375,-1.0000,0.07851815,0.14276026,0.99830217,15.99951,15.99951,15.11230
1824,-2.1250,0.3125,-0.1250,0.06322241,0.11624765,1.02685415,15.99951,15.99951,15.11230
1826,0.7500,0.3125,-1.0000,0.07545900,0.13970111,1.00544011,15.99951,15.99951,15.11230
1828,4.8125,0.7500,-1.4375,0.07036042,0.15805601,0.93915863,15.99951,15.99951,15.11230
1830,-4.3125,1.6250,-1.5000,0.05404495,0.13562226,0.99422330,15.99951,15.99951,15.11230
1832,-6.4375,1.1250,0.0000,0.06832099,0.10401105,1.06152451,15.99951,15.99951,15.11230
1834,-2.4375,1.8125,-0.0625,0.05812382,0.11114907,1.03705132,15.99951,15.99951,15.11230
1836,3.3125,1.2500,-1.6250,0.03976893,0.14683914,0.98912467,15.99951,15.99951,15.11230
1838,2.7500,-2.0000,-2.8750,0.03976893,0.14072083,0.98096694,15.99951,15.99951,15.11230
1840,-0.7500,1.9375,1.0625,0.05608439,0.14276026,0.97382898,15.99951,15.99951,15.11230
1842,-5.0000,2.0625,1.8750,0.08463644,0.13154338,1.02073597,15.99951,15.99951,15.11230
1844,-5.1875,2.1875,0.8125,0.07036042,0.10910965,1.05132746,15.99951,15.99951,15.11230
1846,-0.1875,7.1875,2.9375,0.09177446,0.15091799,0.98912467,15.99951,15.99951,15.11230
1848,1.7500,2.9375,-1.3750,0.02141404,0.12950395,0.98810491,15.99951,15.99951,15.11230
1850,-2.4375,-3.1875,-4.3750,0.01427603,0.13154338,1.02787387,15.99951,15.99951,15.11230
1852,1.8125,-2.3125,-1.2500,0.02855205,0.14276026,1.01665711,15.99951,15.99951,15.11230
1854,1.5000,0.0000,1.1250,0.06424212,0.14479969,0.98198671,15.99951,15.99951,15.11230
1856,-2.8125,2.7500,2.7500,0.09789276,0.14276026,0.99014444,15.99951,15.99951,15.11230
1858,-2.1250,0.6875,-0.7500,0.08565616,0.12848423,1.02583456,15.99951,15.99951,15.11230
1860,4.3750,0.5625,-3.9375,-0.01529574,0.13664197,0.97790784,15.99951,15.99951,15.11230
1862,0.1875,0.0000,-0.3750,0.02753234,0.13868140,0.99626274,15.99951,15.99951,15.11230
1864,-2.2500,1.0000,1.6250,0.04078865,0.13970111,0.99320354,15.99951,15.99951,15.11230
1866,-4.0625,0.3125,1.6250,0.07138013,0.11726737,1.04113018,15.99951,15.99951,15.11230
1868,-0.1250,0.8125,0.6250,0.07749843,0.13868140,1.01461756,15.99951,15.99951,15.11230
1870,3.3125,-1.9375,-2.5625,0.03670978,0.12542510,1.00340080,15.99951,15.99951,15.11230
1872,0.5000,-3.0625,-1.3125,0.04486751,0.13256310,1.00442051,15.99951,15.99951,15.11230
1874,-0.4375,-2.5000,-1.0000,0.04792666,0.13052366,1.01257824,15.99951,15.99951,15.11230
1876,-2.3125,0.6250,0.8125,0.07239985,0.13052366,1.02277529,15.99951,15.99951,15.11230
1878,-0.6875,1.3125,0.2500,0.04180836,0.11318850,1.04826819,15.99951,15.99951,15.11230
1880,2.4375,2.3750,1.0000,0.04282808,0.12440538,1.01665711,15.99951,15.99951,15.11230
1882,5.5625,0.8125,0.5000,0.05812382,0.15703629,0.94935588,15.99951,15.99951,15.11230
1884,-1.5625,-2.6875,-1.4375,0.05404495,0.13154338,1.01563727,15.99951,15.99951,15.11230
1886,-1.4375,0.8125,0.5625,0.07239985,0.12644481,1.01665711,15.99951,15.99951,15.11230
1888,1.1875,2.5000,0.7500,0.06424212,0.13052366,1.00034165,15.99951,15.99951,15.11230
1890,-0.3125,4.8750,2.0625,0.05200552,0.13256310,0.99116411,15.99951,15.99951,15.11230
1892,-0.7500,2.4375,0.8125,0.02957177,0.13154338,1.01767671,15.99951,15.99951,15.11230
1894,4.3125,-2.4375,-1.3750,0.06322241,0.15907572,0.97178945,15.99951,15.99951,15.11230
1896,3.4375,-1.4375,-1.4375,0.06934070,0.17335176,0.94629659,15.99951,15.99951,15.11230
1898,-3.8750,1.1875,0.1250,0.06526184,0.14887857,0.97688808,15.99951,15.99951,15.11230
1900,-7.1250,0.8125,-0.9375,0.02345347,0.08973503,1.05030775,15.99951,15.99951,15.11230
1902,-2.1875,2.0000,1.0000,0.04894638,0.10401105,1.04316961,15.99951,15.99951,15.11230
1904,4.3750,1.5000,-0.5625,0.03670978,0.12746452,0.99116411,15.99951,15.99951,15.11230
1906,4.4375,1.3750,-1.2500,0.01427603,0.14174055,0.96873035,15.99951,15.99951,15.11230
1908,-2.0000,-0.0625,0.6250,0.03976893,0.16927289,0.94221773,15.99951,15.99951,15.11230
1910,-3.7500,-2.6875,-0.4375,0.02957177,0.11828708,1.00136125,15.99951,15.99951,15.11230
1912,-6.2500,-3.0000,0.4375,0.04078865,0.09789276,1.06254422,15.99951,15.99951,15.11230
1914,1.1250,-1.0625,0.5000,0.06832099,0.11522793,1.01665711,15.99951,15.99951,15.11230
1916,1.4375,-1.3750,-0.6875,0.06730127,0.11930679,1.02583456,15.99951,15.99951,15.11230
1918,2.1250,-0.1250,-1.6250,0.05608439,0.14479969,0.98606557,15.99951,15.99951,15.11230
1920,0.2500,0.0625,-1.0625,0.02957177,0.13358281,0.98402605,15.99951,15.99951,15.11230
1922,-3.8125,-0.1875,1.0000,0.03976893,0.10808991,1.03501188,15.99951,15.99951,15.11230
1924,-0.4375,0.5625,1.6250,0.05302524,0.11114907,1.02481484,15.99951,15.99951,15.11230
1926,1.3750,1.9375,1.5000,0.06628155,0.13256310,1.01359784,15.99951,15.99951,15.11230
1928,0.4375,2.6250,1.9375,0.06526184,0.14683914,0.99626274,15.99951,15.99951,15.11230
1930,0.3750,-1.5625,-1.6250,0.07647871,0.14683914,0.97790784,15.99951,15.99951,15.11230
1932,-2.2500,-1.6250,-1.6875,0.03569006,0.11318850,1.02379500,15.99951,15.99951,15.11230
1934,-3.0625,-0.3750,1.0000,0.06016325,0.10808991,1.04724860,15.99951,15.99951,15.11230
1936,1.7500,-1.5000,-0.6875,0.06118298,0.10401105,1.03195273,15.99951,15.99951,15.11230
1938,2.0625,1.0625,0.3125,0.06424212,0.13052366,1.01563727,15.99951,15.99951,15.11230
1940,2.3750,0.9375,0.1875,0.07545900,0.15295742,0.99014444,15.99951,15.99951,15.11230
1942,2.1250,-0.1875,-1.1875,0.05608439,0.14683914,0.97688808,15.99951,15.99951,15.11230
1944,-1.9375,0.7500,-0.4375,0.03365063,0.11828708,1.01665711,15.99951,15.99951,15.11230
1946,-2.1250,1.7500,2.0000,0.06118298,0.11828708,1.02685415,15.99951,15.99951,15.11230
1948,2.8125,1.8125,0.0625,0.03467035,0.12032650,0.99626274,15.99951,15.99951,15.11230
1950,2.8750,0.6250,-0.0625,0.04588723,0.13256310,0.98504581,15.99951,15.99951,15.11230
1952,0.8125,0.9375,0.4375,0.05506468,0.14276026,0.98402605,15.99951,15.99951,15.11230
1954,-0.8750,0.3750,0.0000,0.06016325,0.12950395,1.00034165,15.99951,15.99951,15.11230
1956,-0.6875,-0.8125,-1.0000,0.06832099,0.12440538,1.01053869,15.99951,15.99951,15.11230
1958,2.0000,-1.7500,-2.5625,0.03263092,0.13460254,0.98300647,15.99951,15.99951,15.11230
1960,0.8125,-1.7500,-1.3125,0.04996609,0.13664197,0.97382898,15.99951,15.99951,15.11230
1962,-1.8125,-0.0625,-0.4375,0.06118298,0.13052366,1.01257824,15.99951,15.99951,15.11230
1964,-2.7500,2.4375,1.6875,0.08667589,0.12950395,1.01971614,15.99951,15.99951,15.11230
1966,0.8750,4.5625,1.0000,0.06934070,0.14887857,0.97892761,15.99951,15.99951,15.11230
1968,0.6250,3.9375,-0.6875,0.03772950,0.15397714,0.95037546,15.99951,15.99951,15.11230
1970,-1.7500,0.1250,-2.1250,0.01121688,0.11318850,1.00136125,15.99951,15.99951,15.11230
1972,-4.5000,-3.6250,-2.6250,0.03365063,0.09993219,1.03093302,15.99951,15.99951,15.11230
1974,-2.8750,-0.5625,-0.4375,0.06424212,0.10299134,1.05336678,15.99951,15.99951,15.11230
1976,0.8750,0.3125,-0.5000,0.06730127,0.11318850,1.03603160,15.99951,15.99951,15.11230
1978,2.9375,2.3125,0.0625,0.03772950,0.13868140,0.98912467,15.99951,15.99951,15.11230
1980,2.1875,-0.2500,-0.6875,0.03569006,0.13154338,0.97790784,15.99951,15.99951,15.11230
1982,-0.3125,-2.1250,-0.3125,0.07647871,0.12644481,0.99932184,15.99951,15.99951,15.11230
1984,-2.0000,-2.4375,-1.5000,0.06526184,0.11930679,1.04011046,15.99951,15.99951,15.11230
1986,1.2500,0.1875,-0.5625,0.09585332,0.14072083,1.00340080,15.99951,15.99951,15.11230
1988,1.0000,2.1875,-2.2500,0.04792666,0.12950395,1.00442051,15.99951,15.99951,15.11230
1990,0.0000,2.2500,-2.1875,0.03059149,0.13052366,1.01155853,15.99951,15.99951,15.11230
1992,2.1250,1.5625,-1.0625,0.01325631,0.13052366,0.99014444,15.99951,15.99951,15.11230
1994,0.0625,0.3750,0.1250,0.05404495,0.13154338,1.01257824,15.99951,15.99951,15.11230
1996,-0.0625,-0.3125,0.3750,0.06832099,0.13052366,1.02175569,15.99951,15.99951,15.11230
1998,2.5625,1.3750,-0.5000,0.05608439,0.14785885,0.98198671,15.99951,15.99951,15.11230
