Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1020,2.0000,-4.1250,-7.3125,0.14174055,0.19884466,0.92998113,15.99951,15.99951,15.11230
1022,2.8125,-3.3125,-8.3125,0.10707019,0.20802209,0.91366567,15.99951,15.99951,15.11230
1024,-3.7500,0.4375,-1.9375,0.06832099,0.18048976,0.92182340,15.99951,15.99951,15.11230
1026,-6.8125,3.2500,1.9375,0.10605049,0.16723345,0.96057262,15.99951,15.99951,15.11230
1028,-2.7500,-0.8750,-2.2500,0.12236596,0.15295742,0.98504581,15.99951,15.99951,15.11230
1030,0.7500,-2.6250,-4.3750,0.09585332,0.14887857,0.98504581,15.99951,15.99951,15.11230
1032,6.0625,-6.3750,-5.8750,0.04690694,0.17641090,0.93915863,15.99951,15.99951,15.11230
1034,-0.4375,-2.5625,-1.2500,0.06424212,0.18762778,0.89938964,15.99951,15.99951,15.11230
1036,-7.4375,0.6875,2.1875,0.09891248,0.15397714,0.97790784,15.99951,15.99951,15.11230
1038,-0.6250,2.6250,0.7500,0.11420822,0.14989829,0.99626274,15.99951,15.99951,15.11230
1040,1.3750,0.0000,-1.4375,0.08157730,0.18048976,0.91876430,15.99951,15.99951,15.11230
1042,-0.6875,-2.1875,-1.5000,0.08361673,0.17437147,0.92590227,15.99951,15.99951,15.11230
1044,-2.3750,-0.7500,-0.8750,0.04792666,0.14581941,0.98504581,15.99951,15.99951,15.11230
1046,1.1875,3.1250,3.6875,0.09483361,0.18048976,0.94119796,15.99951,15.99951,15.11230
1048,-3.4375,1.9375,1.8125,0.11726737,0.19884466,0.89429111,15.99951,15.99951,15.11230
1050,-7.8125,0.6250,1.2500,0.10095191,0.17539118,0.91978406,15.99951,15.99951,15.11230
1052,-7.9375,-2.8750,-0.1875,0.13154338,0.13358281,1.03807115,15.99951,15.99951,15.11230
1054,5.8125,-3.1875,-3.9375,0.13664197,0.16111516,1.00034165,15.99951,15.99951,15.11230
1056,4.7500,3.0625,-0.8125,0.06016325,0.18762778,0.88205442,15.99951,15.99951,15.11230
1058,-4.7500,1.5000,2.7500,0.06424212,0.19476579,0.87593622,15.99951,15.99951,15.11230
1060,-12.1250,1.8125,2.5000,0.13766169,0.14785885,0.97688808,15.99951,15.99951,15.11230
1062,-3.5000,-1.2500,-1.0625,0.11420822,0.13460254,1.01869642,15.99951,15.99951,15.11230
1064,3.9375,-2.7500,-3.3125,0.08259701,0.13358281,0.99830217,15.99951,15.99951,15.11230
1066,5.6250,0.6875,-0.6875,0.07545900,0.16723345,0.90550794,15.99951,15.99951,15.11230
1068,-5.0625,-0.2500,0.3125,0.08157730,0.14785885,0.93915863,15.99951,15.99951,15.11230
1070,-1.8750,-0.8125,-0.3750,0.08973503,0.14174055,0.99728240,15.99951,15.99951,15.11230
1072,4.1250,-1.8750,-1.4375,0.07647871,0.16825317,0.92998113,15.99951,15.99951,15.11230
1074,2.3750,-4.0000,-1.1875,0.12134624,0.18150948,0.90754737,15.99951,15.99951,15.11230
1076,-5.0625,-1.2500,-0.2500,0.12134624,0.15397714,0.95853319,15.99951,15.99951,15.11230
1078,-6.3125,3.5000,1.8750,0.09381389,0.12134624,1.01257824,15.99951,15.99951,15.11230
1080,3.3750,-0.8750,-2.2500,0.09279418,0.12542510,1.01053869,15.99951,15.99951,15.11230
1082,9.8125,-0.1250,-2.5625,0.09075474,0.17029260,0.93711910,15.99951,15.99951,15.11230
1084,5.2500,2.7500,0.1250,0.08667589,0.17539118,0.89021215,15.99951,15.99951,15.11230
1086,-4.9375,3.0625,2.6875,0.09891248,0.16315459,0.92080373,15.99951,15.99951,15.11230
1088,-1.4375,0.1875,1.0625,0.10401105,0.16009545,0.97178945,15.99951,15.99951,15.11230
1090,4.3750,-4.4375,-3.7500,0.16009545,0.18558835,0.91570510,15.99951,15.99951,15.11230
1092,-1.3125,-1.4375,-3.2500,0.11522793,0.16825317,0.93711910,15.99951,15.99951,15.11230
1094,-2.0625,0.8125,-2.0000,0.11726737,0.16315459,0.93915863,15.99951,15.99951,15.11230
1096,-1.7500,2.4375,-1.0000,0.05608439,0.13052366,0.96975011,15.99951,15.99951,15.11230
1098,2.5000,2.8125,-0.1875,0.07851815,0.15907572,0.92284317,15.99951,15.99951,15.11230
1100,1.1250,-1.0000,-1.6250,0.08565616,0.17743062,0.92080373,15.99951,15.99951,15.11230
1102,-0.8750,-0.5625,-0.1250,0.07647871,0.15295742,0.94731636,15.99951,15.99951,15.11230
1104,-0.7500,-0.0625,0.7500,0.12848423,0.17233204,0.94119796,15.99951,15.99951,15.11230
1106,-0.1250,0.6250,-0.9375,0.13766169,0.16825317,0.92284317,15.99951,15.99951,15.11230
1108,-1.5000,2.6875,-2.4375,0.08667589,0.16927289,0.93813886,15.99951,15.99951,15.11230
1110,-2.3125,2.3125,0.0625,0.06832099,0.15703629,0.95343475,15.99951,15.99951,15.11230
1112,-3.2500,0.1250,-0.6875,0.09687304,0.14785885,0.95751361,15.99951,15.99951,15.11230
1114,-2.6875,-0.3125,-0.5625,0.10401105,0.14887857,0.97280921,15.99951,15.99951,15.11230
1116,-0.6875,-1.6875,-1.5625,0.14276026,0.16111516,0.97076988,15.99951,15.99951,15.11230
1118,2.7500,-1.3125,-4.3750,0.13256310,0.18252920,0.93304023,15.99951,15.99951,15.11230
1120,-1.8750,-0.0625,-6.2500,0.07545900,0.16519402,0.91774454,15.99951,15.99951,15.11230
1122,-4.4375,2.1250,-1.5625,0.08157730,0.14989829,0.97688808,15.99951,15.99951,15.11230
1124,-1.5000,3.8125,-0.7500,0.09075474,0.16213488,0.93711910,15.99951,15.99951,15.11230
1126,-1.9375,-2.8125,-3.1250,0.05608439,0.14276026,0.96771068,15.99951,15.99951,15.11230
1128,0.1250,-5.4375,-3.3125,0.06424212,0.13766169,0.97892761,15.99951,15.99951,15.11230
1130,1.7500,-3.4375,-1.0000,0.11522793,0.14989829,0.95445432,15.99951,15.99951,15.11230
1132,-0.4375,-0.0625,-1.1250,0.14887857,0.15805601,0.95751361,15.99951,15.99951,15.11230
1134,0.9375,3.7500,-1.9375,0.09177446,0.17335176,0.93100090,15.99951,15.99951,15.11230
1136,-2.0625,1.0625,-0.1875,0.05710411,0.14989829,0.92284317,15.99951,15.99951,15.11230
1138,-4.8750,0.0625,0.0625,0.06322241,0.15193771,0.92998113,15.99951,15.99951,15.11230
1140,-2.5625,-5.0625,-1.7500,0.11318850,0.12440538,1.01461756,15.99951,15.99951,15.11230
1142,5.5000,-3.3750,-2.3125,0.11726737,0.14989829,0.97280921,15.99951,15.99951,15.11230
1144,4.4375,-0.4375,-3.1250,0.10197162,0.20496294,0.84738426,15.99951,15.99951,15.11230
1146,-9.0000,-1.5625,-1.6875,0.08361673,0.19476579,0.86267986,15.99951,15.99951,15.11230
1148,-12.7500,-1.6875,-0.2500,0.05302524,0.12542510,0.95853319,15.99951,15.99951,15.11230
1150,-0.8125,-6.8125,-1.9375,0.09381389,0.08055759,1.07376110,15.99951,15.99951,15.11230
1152,10.6250,-3.0000,-1.0625,0.14887857,0.14581941,0.93406000,15.99951,15.99951,15.11230
1154,4.8750,1.8750,-1.3125,0.12746452,0.19476579,0.88715305,15.99951,15.99951,15.11230
1156,-0.3125,1.7500,-0.5625,0.06934070,0.19578551,0.85452213,15.99951,15.99951,15.11230
1158,-11.5625,0.5625,2.5625,0.07545900,0.12848423,0.94935588,15.99951,15.99951,15.11230
1160,-10.5000,2.3125,3.7500,0.09075474,0.10707019,1.01155853,15.99951,15.99951,15.11230
1162,0.6250,4.5000,0.0000,0.13052366,0.11420822,1.02175569,15.99951,15.99951,15.11230
1164,5.5625,7.1875,-0.5000,0.10197162,0.16213488,0.93100090,15.99951,15.99951,15.11230
1166,0.8125,2.3750,-1.8125,0.02243376,0.16519402,0.91570510,15.99951,15.99951,15.11230
1168,-1.5000,1.1875,0.3125,0.01325631,0.13970111,0.94119796,15.99951,15.99951,15.11230
1170,-4.9375,0.8750,3.6250,0.10910965,0.12440538,0.99014444,15.99951,15.99951,15.11230
1172,2.0625,-0.8125,0.1250,0.14479969,0.13154338,0.99626274,15.99951,15.99951,15.11230
1174,7.0625,-4.1875,-2.5625,0.08361673,0.14174055,0.95955295,15.99951,15.99951,15.11230
1176,1.3750,-0.7500,1.2500,0.08667589,0.14377998,0.93406000,15.99951,15.99951,15.11230
1178,0.0625,0.6250,-0.2500,0.13358281,0.16723345,0.94323749,15.99951,15.99951,15.11230
1180,-0.9375,1.9375,1.1250,0.11114907,0.16111516,0.94017829,15.99951,15.99951,15.11230
1182,-1.7500,0.4375,-1.0625,0.09585332,0.14785885,0.93507976,15.99951,15.99951,15.11230
1184,-1.0625,0.0000,-0.3125,0.07443929,0.14174055,0.97178945,15.99951,15.99951,15.11230
1186,1.0625,-0.5625,-0.3750,0.11114907,0.14174055,0.96873035,15.99951,15.99951,15.11230
1188,2.9375,0.7500,-1.3750,0.11114907,0.15805601,0.95751361,15.99951,15.99951,15.11230
1190,3.1875,0.1250,-1.5625,0.11114907,0.18660806,0.89531078,15.99951,15.99951,15.11230
1192,-3.0625,-2.7500,-3.3750,0.10707019,0.17641090,0.89735021,15.99951,15.99951,15.11230
1194,-5.5625,-0.5625,-0.8125,0.07138013,0.12542510,0.99932184,15.99951,15.99951,15.11230
1196,2.8125,-3.3750,-2.9375,0.13256310,0.14072083,0.96975011,15.99951,15.99951,15.11230
1198,4.4375,-0.5625,-1.8750,0.07851815,0.13460254,0.96159238,15.99951,15.99951,15.11230
1200,4.3125,1.0625,-0.2500,0.09687304,0.18252920,0.90448827,15.99951,15.99951,15.11230
1202,-4.7500,0.6875,-1.0625,0.08157730,0.15805601,0.91060657,15.99951,15.99951,15.11230
1204,-3.5000,-2.4375,-1.8750,0.09177446,0.14887857,0.97484874,15.99951,15.99951,15.11230
1206,0.5000,-2.2500,-0.9375,0.06628155,0.14377998,0.94527702,15.99951,15.99951,15.11230
1208,-3.0625,-3.5625,0.1875,0.08361673,0.13154338,0.96363182,15.99951,15.99951,15.11230
1210,-1.5625,-1.9375,0.7500,0.10401105,0.12848423,0.99830217,15.99951,15.99951,15.11230
1212,2.7500,2.3125,1.9375,0.11114907,0.14785885,0.97586832,15.99951,15.99951,15.11230
1214,1.7500,-0.0625,-0.8125,0.11012936,0.18660806,0.96975011,15.99951,15.99951,15.11230
1216,-2.3750,1.1250,0.5625,0.08055759,0.17845033,0.96363182,15.99951,15.99951,15.11230
1218,-6.4375,-0.0625,0.6250,0.11114907,0.12440538,1.05030775,15.99951,15.99951,15.11230
1220,1.6875,1.5625,0.3750,0.12236596,0.11726737,1.08905696,15.99951,15.99951,15.11230
1222,7.6875,2.4375,-0.3125,0.10197162,0.16825317,0.99320354,15.99951,15.99951,15.11230
1224,0.1875,-4.5625,-0.7500,0.05608439,0.18558835,0.92896137,15.99951,15.99951,15.11230
1226,-3.7500,-3.8125,1.2500,0.10197162,0.16519402,0.98198671,15.99951,15.99951,15.11230
1228,-2.7500,-1.5000,-1.3125,0.13970111,0.15397714,1.01971614,15.99951,15.99951,15.11230
1230,3.0000,0.7500,-3.5000,0.14989829,0.14072083,1.07478082,15.99951,15.99951,15.11230
1232,9.8125,2.3125,-4.1875,0.11522793,0.15601657,1.01869642,15.99951,15.99951,15.11230
1234,7.6250,-0.6250,-3.1250,0.02651262,0.17845033,0.92182340,15.99951,15.99951,15.11230
1236,-4.9375,-3.3125,1.1875,0.06934070,0.17437147,0.95139522,15.99951,15.99951,15.11230
1238,-4.0625,2.5000,3.0625,0.15703629,0.14377998,1.03501188,15.99951,15.99951,15.11230
1240,1.4375,5.4375,1.0000,0.16417430,0.16417430,1.02073597,15.99951,15.99951,15.11230
1242,2.2500,7.3125,-0.6250,0.08361673,0.18558835,0.95139522,15.99951,15.99951,15.11230
1244,0.9375,5.3750,-0.9375,0.04792666,0.18150948,0.94731636,15.99951,15.99951,15.11230
1246,-4.2500,-1.0625,1.3125,0.06016325,0.16315459,0.98198671,15.99951,15.99951,15.11230
1248,-2.8750,-2.5000,1.7500,0.09177446,0.16111516,0.99830217,15.99951,15.99951,15.11230
1250,-3.6875,1.8125,2.5000,0.14174055,0.14989829,1.00544011,15.99951,15.99951,15.11230
1252,-0.5625,3.3750,0.3750,0.15193771,0.17029260,1.02277529,15.99951,15.99951,15.11230
1254,2.6250,3.1250,-1.6250,0.09993219,0.18048976,0.95649375,15.99951,15.99951,15.11230
1256,-0.1875,-1.9375,-2.6875,0.04894638,0.18150948,0.93915863,15.99951,15.99951,15.11230
1258,-4.8750,-3.8750,0.1875,0.07036042,0.15601657,0.99218378,15.99951,15.99951,15.11230
1260,-3.2500,0.6875,4.2500,0.11420822,0.13970111,1.00747966,15.99951,15.99951,15.11230
1262,-5.4375,8.8125,6.5625,0.16213488,0.13970111,1.01053869,15.99951,15.99951,15.11230
1264,-3.8125,9.1875,3.9375,0.14276026,0.15091799,1.01257824,15.99951,15.99951,15.11230
1266,3.0625,1.0000,-2.3125,0.08157730,0.17641090,0.98504581,15.99951,15.99951,15.11230
1268,3.1250,-2.7500,-3.1250,0.05914354,0.18048976,0.94119796,15.99951,15.99951,15.11230
1270,-5.5000,-2.5625,-0.4375,0.06832099,0.15397714,0.97688808,15.99951,15.99951,15.11230
1272,-7.0625,-1.2500,1.2500,0.11318850,0.13460254,1.03195273,15.99951,15.99951,15.11230
1274,0.9375,2.0625,0.5000,0.13460254,0.13154338,1.02685415,15.99951,15.99951,15.11230
1276,2.0000,2.7500,-0.5625,0.14887857,0.17437147,0.98096694,15.99951,15.99951,15.11230
1278,1.3125,-2.1875,-5.8125,0.07851815,0.15907572,0.99626274,15.99951,15.99951,15.11230
1280,-2.0000,-1.0000,-1.0000,0.04486751,0.16621374,0.97790784,15.99951,15.99951,15.11230
1282,-4.3125,-2.6250,2.1250,0.06832099,0.13664197,1.01257824,15.99951,15.99951,15.11230
1284,-4.3125,-1.6875,1.2500,0.10808991,0.13868140,1.00849938,15.99951,15.99951,15.11230
1286,-3.1250,-0.7500,0.2500,0.11726737,0.12848423,1.06254422,15.99951,15.99951,15.11230
1288,5.2500,2.8750,0.3750,0.12542510,0.16213488,0.98300647,15.99951,15.99951,15.11230
1290,-0.8125,-0.3125,-1.3125,0.06934070,0.15805601,0.96873035,15.99951,15.99951,15.11230
1292,-3.1250,-1.3750,0.9375,0.04996609,0.14785885,0.99524297,15.99951,15.99951,15.11230
1294,-0.3125,-4.9375,0.9375,0.10299134,0.14072083,1.01767671,15.99951,15.99951,15.11230
1296,1.1250,-3.0625,1.2500,0.14683914,0.14683914,1.00951898,15.99951,15.99951,15.11230
1298,0.8125,0.3750,0.8750,0.15907572,0.16927289,0.98504581,15.99951,15.99951,15.11230
1300,-2.2500,1.5000,-2.0000,0.12134624,0.18864749,0.95445432,15.99951,15.99951,15.11230
1302,-3.0625,-1.2500,-3.9375,0.02447319,0.10808991,1.02175569,15.99951,15.99951,15.11230
1304,-4.0000,-1.3750,0.5625,0.04792666,0.12848423,1.02787387,15.99951,15.99951,15.11230
1306,0.5625,-2.3750,1.5625,0.08871531,0.13358281,1.02175569,15.99951,15.99951,15.11230
1308,0.8125,-0.7500,2.0625,0.12542510,0.14785885,0.98606557,15.99951,15.99951,15.11230
1310,-1.6875,2.0625,2.2500,0.16519402,0.16213488,1.00034165,15.99951,15.99951,15.11230
1312,3.3750,1.1250,-2.0000,0.08157730,0.15703629,0.98606557,15.99951,15.99951,15.11230
1314,-1.2500,-0.5625,0.5625,0.06934070,0.13052366,0.99830217,15.99951,15.99951,15.11230
1316,-1.8125,0.6250,2.4375,0.07443929,0.13358281,1.02073597,15.99951,15.99951,15.11230
1318,1.1875,0.6250,2.8125,0.07953786,0.12950395,1.02787387,15.99951,15.99951,15.11230
1320,1.5000,4.1250,2.8125,0.14581941,0.16621374,0.98198671,15.99951,15.99951,15.11230
1322,0.3750,2.6875,1.0000,0.12746452,0.17845033,0.97586832,15.99951,15.99951,15.11230
1324,1.3750,0.6875,-0.8750,0.09585332,0.16825317,0.97484874,15.99951,15.99951,15.11230
1326,0.1250,-0.4375,-1.6250,0.08463644,0.17029260,0.95445432,15.99951,15.99951,15.11230
1328,-4.5000,-2.8750,-1.9375,0.05098581,0.12236596,1.02685415,15.99951,15.99951,15.11230
1330,-4.0625,-1.1875,0.8125,0.09585332,0.12032650,1.05948519,15.99951,15.99951,15.11230
1332,1.5625,1.4375,2.6875,0.14581941,0.15907572,0.99524297,15.99951,15.99951,15.11230
1334,2.1875,1.4375,-1.3125,0.16927289,0.19272636,0.94833602,15.99951,15.99951,15.11230
1336,-1.6875,-2.1875,-5.3750,0.08055759,0.17029260,0.96465148,15.99951,15.99951,15.11230
1338,-3.9375,-0.5000,-3.5625,0.06220269,0.14072083,0.99830217,15.99951,15.99951,15.11230
1340,-4.3125,-0.1250,0.8750,0.04384779,0.11930679,1.04928791,15.99951,15.99951,15.11230
1342,-2.2500,0.1250,2.5000,0.08259701,0.12848423,1.01767671,15.99951,15.99951,15.11230
1344,1.3125,-0.0625,0.0625,0.13256310,0.12542510,1.02583456,15.99951,15.99951,15.11230
1346,2.8750,2.5625,0.1250,0.13358281,0.17539118,0.99014444,15.99951,15.99951,15.11230
1348,4.6875,1.2500,-2.7500,0.10605049,0.18558835,0.93609943,15.99951,15.99951,15.11230
1350,-3.8750,-0.5625,-1.6875,0.06526184,0.14377998,0.99422330,15.99951,15.99951,15.11230
1352,-3.3750,-0.3750,-0.3750,0.07545900,0.14377998,1.01359784,15.99951,15.99951,15.11230
1354,1.3750,-2.8750,-1.3750,0.07647871,0.12746452,1.01155853,15.99951,15.99951,15.11230
1356,-1.5625,0.5000,1.1875,0.12746452,0.13154338,1.01869642,15.99951,15.99951,15.11230
1358,0.1875,1.4375,0.3125,0.11114907,0.15295742,0.99116411,15.99951,15.99951,15.11230
1360,3.2500,1.4375,-1.1250,0.10401105,0.15397714,0.99218378,15.99951,15.99951,15.11230
1362,2.8750,-2.8125,-2.4375,0.07138013,0.17437147,0.96975011,15.99951,15.99951,15.11230
1364,3.0625,-3.2500,-1.3750,0.06016325,0.15295742,0.95955295,15.99951,15.99951,15.11230
1366,0.3125,0.1250,3.2500,0.14072083,0.17335176,0.93609943,15.99951,15.99951,15.11230
1368,-5.8125,1.1875,1.2500,0.14377998,0.14785885,1.03909075,15.99951,15.99951,15.11230
1370,-3.3750,4.7500,1.8750,0.13460254,0.15397714,1.03093302,15.99951,15.99951,15.11230
1372,4.8125,9.4375,1.7500,0.04180836,0.19578551,0.89938964,15.99951,15.99951,15.11230
1374,-5.6875,0.9375,1.0000,0.04894638,0.14785885,0.96975011,15.99951,15.99951,15.11230
1376,-10.8125,-6.0000,-1.1250,0.09483361,0.08871531,1.11760890,15.99951,15.99951,15.11230
1378,8.2500,-0.1250,0.7500,0.09279418,0.10605049,1.07987952,15.99951,15.99951,15.11230
1380,8.8125,4.8125,2.5000,0.11726737,0.18762778,0.91468544,15.99951,15.99951,15.11230
1382,3.9375,7.5000,3.0625,0.11012936,0.18660806,0.93813886,15.99951,15.99951,15.11230
1384,-2.8125,3.5625,1.5625,0.10401105,0.17743062,0.97382898,15.99951,15.99951,15.11230
1386,0.0000,-1.6875,-2.1875,0.05914354,0.15499686,0.96771068,15.99951,15.99951,15.11230
1388,-1.7500,-6.3125,-3.1875,0.06832099,0.12644481,1.03909075,15.99951,15.99951,15.11230
1390,0.4375,0.3125,2.8125,0.12848423,0.14989829,0.99626274,15.99951,15.99951,15.11230
1392,1.4375,2.1875,3.2500,0.14989829,0.17233204,0.97994718,15.99951,15.99951,15.11230
1394,-0.6875,2.1250,0.0625,0.12644481,0.17029260,0.98504581,15.99951,15.99951,15.11230
1396,0.1250,0.1875,-2.2500,0.08259701,0.16111516,0.97892761,15.99951,15.99951,15.11230
1398,-0.6250,-2.6250,-3.3750,0.05200552,0.13970111,1.01053869,15.99951,15.99951,15.11230
1400,-1.6875,2.3125,3.3125,0.07953786,0.13052366,1.00238096,15.99951,15.99951,15.11230
1402,-1.6875,2.3125,3.3125,0.12848423,0.14479969,1.00136125,15.99951,15.99951,15.11230
1404,-1.4375,3.3125,1.6875,0.11216878,0.15091799,1.00136125,15.99951,15.99951,15.11230
1406,0.9375,0.0625,-0.8750,0.09993219,0.15193771,0.98300647,15.99951,15.99951,15.11230
1408,1.0625,-2.5625,-3.2500,0.07545900,0.15499686,1.00034165,15.99951,15.99951,15.11230
1410,3.0000,-1.2500,-3.0000,0.06118298,0.17437147,0.94629659,15.99951,15.99951,15.11230
1412,-5.0625,-0.1875,0.8750,0.05404495,0.09993219,1.03501188,15.99951,15.99951,15.11230
1414,-9.6875,1.1250,2.6250,0.06628155,0.09381389,1.06968224,15.99951,15.99951,15.11230
1416,-1.8750,0.2500,2.2500,0.12440538,0.12236596,1.05234706,15.99951,15.99951,15.11230
1418,9.8125,-0.6250,-1.3125,0.11522793,0.18252920,0.94425716,15.99951,15.99951,15.11230
1420,4.8750,-2.0000,-2.7500,0.06118298,0.16417430,0.92692203,15.99951,15.99951,15.11230
1422,-2.1875,-0.8125,-0.6875,0.06016325,0.15091799,0.98096694,15.99951,15.99951,15.11230
1424,-4.5625,-0.8125,2.0000,0.08667589,0.13256310,1.00951898,15.99951,15.99951,15.11230
1426,0.2500,-1.2500,0.9375,0.13052366,0.14479969,0.99014444,15.99951,15.99951,15.11230
1428,-1.5625,-1.4375,-0.7500,0.11930679,0.13460254,1.04826819,15.99951,15.99951,15.11230
1430,0.7500,3.1250,1.5000,0.13868140,0.17233204,0.98096694,15.99951,15.99951,15.11230
1432,3.8125,-0.1250,-2.2500,0.08565616,0.16927289,0.95547409,15.99951,15.99951,15.11230
1434,1.3125,-0.9375,-1.0000,0.10503077,0.18762778,0.93202066,15.99951,15.99951,15.11230
1436,-1.6875,-1.6875,-1.5000,0.08667589,0.14377998,0.97178945,15.99951,15.99951,15.11230
1438,-8.6875,-0.3750,0.9375,0.11318850,0.12032650,1.02583456,15.99951,15.99951,15.11230
1440,-5.8750,1.8125,0.8750,0.09279418,0.08565616,1.07682037,15.99951,15.99951,15.11230
1442,-1.1875,7.2500,4.5000,0.13256310,0.15499686,0.99830217,15.99951,15.99951,15.11230
1444,6.1250,5.0625,0.6875,0.03772950,0.16111516,0.93304023,15.99951,15.99951,15.11230
1446,-1.6875,-5.8125,-4.5000,0.02039432,0.11420822,1.01461756,15.99951,15.99951,15.11230
1448,-3.5000,-3.7500,1.4375,0.12950395,0.14377998,0.99830217,15.99951,15.99951,15.11230
1450,-1.8750,-1.3125,0.8125,0.13256310,0.12338566,1.02583456,15.99951,15.99951,15.11230
1452,-3.0000,5.2500,2.8125,0.12644481,0.15397714,1.00034165,15.99951,15.99951,15.11230
1454,-1.1875,6.5000,3.2500,0.10197162,0.16519402,0.98300647,15.99951,15.99951,15.11230
1456,3.8750,-6.1250,-2.6875,0.03467035,0.15091799,0.95445432,15.99951,15.99951,15.11230
1458,-4.8750,-7.5000,2.6875,0.14581941,0.13664197,1.01257824,15.99951,15.99951,15.11230
1460,-2.5625,0.6875,2.5000,0.15499686,0.09993219,1.10129356,15.99951,15.99951,15.11230
1462,3.3125,3.3125,1.5625,0.12644481,0.15091799,1.01563727,15.99951,15.99951,15.11230
1464,7.3750,2.1875,-0.7500,0.06832099,0.14581941,0.95955295,15.99951,15.99951,15.11230
1466,-2.8750,0.0625,0.2500,0.07443929,0.14174055,1.00034165,15.99951,15.99951,15.11230
1468,-1.4375,-0.3750,0.3125,0.07851815,0.13868140,1.00442051,15.99951,15.99951,15.11230
1470,3.3125,-3.3125,-0.9375,0.08259701,0.13154338,0.98810491,15.99951,15.99951,15.11230
1472,0.5000,-4.8125,-0.4375,0.10503077,0.13256310,1.02685415,15.99951,15.99951,15.11230
1474,0.5000,-2.8125,1.1250,0.12134624,0.14581941,1.00034165,15.99951,15.99951,15.11230
1476,1.9375,1.1875,2.5000,0.15703629,0.18048976,0.97178945,15.99951,15.99951,15.11230
1478,1.0625,-2.5625,-4.7500,0.04180836,0.11828708,0.99830217,15.99951,15.99951,15.11230
1480,1.0000,-1.4375,-3.2500,0.08259701,0.14887857,0.97892761,15.99951,15.99951,15.11230
1482,-0.3750,-1.3750,0.1250,0.08565616,0.12848423,0.99524297,15.99951,15.99951,15.11230
1484,-2.2500,1.1875,2.2500,0.15499686,0.13970111,1.00136125,15.99951,15.99951,15.11230
1486,-0.3125,5.1875,2.1875,0.17845033,0.15805601,0.97994718,15.99951,15.99951,15.11230
1488,-0.1250,3.9375,-1.3125,0.08055759,0.16825317,0.98198671,15.99951,15.99951,15.11230
1490,4.8125,-1.5000,-4.3125,0.03467035,0.16621374,0.93813886,15.99951,15.99951,15.11230
1492,-0.7500,-2.7500,-1.5625,0.07036042,0.11930679,0.98300647,15.99951,15.99951,15.11230
1494,-11.0000,-0.3125,2.3125,0.14581941,0.11522793,1.08803712,15.99951,15.99951,15.11230
1496,2.6875,4.0000,1.0625,0.15703629,0.15499686,1.01869642,15.99951,15.99951,15.11230
1498,6.5625,3.6250,-1.1875,0.10910965,0.18660806,0.92692203,15.99951,15.99951,15.11230
1500,-0.1250,-1.1250,-3.0625,0.05506468,0.15499686,0.99320354,15.99951,15.99951,15.11230
1502,-3.8125,-3.9375,-0.9375,0.11624765,0.15805601,1.00238096,15.99951,15.99951,15.11230
1504,0.8125,-5.3750,-3.5625,0.11012936,0.13358281,0.99320354,15.99951,15.99951,15.11230
1506,-0.1875,-2.8125,-2.4375,0.10605049,0.14072083,0.98402605,15.99951,15.99951,15.11230
1508,-4.0000,3.1250,0.2500,0.11012936,0.11930679,1.02379500,15.99951,15.99951,15.11230
1510,-5.1250,6.5000,2.5625,0.08463644,0.13562226,1.01563727,15.99951,15.99951,15.11230
1512,2.5625,0.2500,-1.3750,0.05608439,0.13970111,0.97076988,15.99951,15.99951,15.11230
1514,0.0000,-3.2500,-1.8125,0.07851815,0.13970111,0.98606557,15.99951,15.99951,15.11230
1516,-3.9375,-3.1875,-0.5000,0.12848423,0.15091799,1.01665711,15.99951,15.99951,15.11230
1518,-3.1875,-4.1250,-1.1250,0.15601657,0.12950395,1.04316961,15.99951,15.99951,15.11230
1520,-0.0625,2.2500,-0.9375,0.10299134,0.14581941,1.01053869,15.99951,15.99951,15.11230
1522,2.6250,1.8125,-0.7500,0.08055759,0.14887857,0.99218378,15.99951,15.99951,15.11230
1524,2.5000,0.1250,-1.7500,0.07443929,0.14989829,0.97484874,15.99951,15.99951,15.11230
1526,-1.0000,-0.3125,-0.7500,0.08769559,0.13256310,0.98504581,15.99951,15.99951,15.11230
1528,-6.3750,1.0000,-0.5000,0.08871531,0.11114907,1.05132746,15.99951,15.99951,15.11230
1530,-0.6250,2.1875,0.1875,0.08565616,0.12848423,1.02991342,15.99951,15.99951,15.11230
1532,5.6875,-0.0625,-0.7500,0.06934070,0.13460254,0.97076988,15.99951,15.99951,15.11230
1534,-0.4375,-2.7500,-1.7500,0.07851815,0.13358281,1.01257824,15.99951,15.99951,15.11230
1536,0.5625,-2.7500,-0.5000,0.08667589,0.13358281,1.00645983,15.99951,15.99951,15.11230
1538,3.4375,-1.8125,-0.6250,0.10299134,0.15805601,0.96261205,15.99951,15.99951,15.11230
1540,0.6875,1.2500,1.1250,0.08463644,0.14683914,0.94017829,15.99951,15.99951,15.11230
1542,-7.9375,0.3750,2.2500,0.13256310,0.13052366,1.03909075,15.99951,15.99951,15.11230
1544,-6.5625,-1.2500,0.0000,0.10503077,0.10910965,1.07682037,15.99951,15.99951,15.11230
